X,Y,ID,NAME,ADDRESS,CITY,STATE,TELEPHONE,TYPE,COUNTY,COUNTRY,LATITUDE,LONGITUDE,OWNER
-105.418244,48.78824639,3559263,DANIELS MEMORIAL HOSPITAL,105 5TH AVENUE EAST,SCOBEY,MT,(406) 487-2296,CRITICAL ACCESS,DANIELS,USA,48.78824639,-105.418244,GOVERNMENT - DISTRICT/AUTHORITY
-113.2941639,46.33007221,4559858,GRANITE COUNTY MEDICAL CENTER,310 SANSOME,PHILIPSBURG,MT,(406) 859-3271,CRITICAL ACCESS,GRANITE,USA,46.33007221,-113.2941639,GOVERNMENT - LOCAL
-81.03012871,35.26315796,4828012,CAROLINAS REHABILITATION - MOUNT HOLLY,275 BEATTY DRIVE,BELMONT,NC,(704) 355-3398,REHABILITATION,GASTON,USA,35.26315796,-81.03012871,GOVERNMENT - LOCAL
-80.8389018,35.20389989,4628232,CAROLINAS MEDICAL CENTER,1000 BLYTHE BOULEVARD,CHARLOTTE,NC,(704) 355-2000,GENERAL ACUTE CARE,MECKLENBURG,USA,35.20389989,-80.8389018,GOVERNMENT - DISTRICT/AUTHORITY
-78.69412409,34.33773429,5628472,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,(910) 642-8011,GENERAL ACUTE CARE,COLUMBUS,USA,34.33773429,-78.69412409,GOVERNMENT - DISTRICT/AUTHORITY
-102.0844882,48.67423835,1558746,KENMARE COMMUNITY HOSPITAL,317 1ST AVENUE,KENMARE,ND,(701) 385-4296,CRITICAL ACCESS,WARD,USA,48.67423835,-102.0844882,GOVERNMENT - LOCAL
-80.92185958,29.02029147,3232168,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO ST,NEW SMYRNA BEACH,FL,(386) 424-5000,GENERAL ACUTE CARE,VOLUSIA,USA,29.02029147,-80.92185958,GOVERNMENT - DISTRICT/AUTHORITY
-80.24558482,26.0297931,25633024,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,(954) 962-9650,GENERAL ACUTE CARE,BROWARD,USA,26.0297931,-80.24558482,GOVERNMENT - DISTRICT/AUTHORITY
-82.13899482,29.17490439,27534471,MUNROE REGIONAL MEDICAL CENTER,1500 SW 1ST AVE,OCALA,FL,(352) 351-7200,GENERAL ACUTE CARE,MARION,USA,29.17490439,-82.13899482,GOVERNMENT - DISTRICT/AUTHORITY
-86.80289191,33.5040061,635233,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BOULEVARD,BIRMINGHAM,AL,(205) 325-8100,GENERAL ACUTE CARE,JEFFERSON,USA,33.5040061,-86.80289191,GOVERNMENT - DISTRICT/AUTHORITY
-87.14831123,32.95135837,2035042,BIBB MEDICAL CENTER,208 PIERSON AVENUE,CENTREVILLE,AL,(205) 926-4881,GENERAL ACUTE CARE,BIBB,USA,32.95135837,-87.14831123,GOVERNMENT - DISTRICT/AUTHORITY
-123.1941807,44.16577481,8197448,OREGON STATE HOSPITAL JUNCTION CITY,29398 RECOVERY WAY,JUNCTION CITY,OR,(541) 465-2554,PSYCHIATRIC,LANE,USA,44.16577481,-123.1941808,GOVERNMENT - STATE
-75.07275775,39.78931894,14108012,CAMDEN COUNTY HEALTH SERVICES CENTER,20 NORTH WOODBURY TURNERSVILLE ROAD,BLACKWOOD,NJ,(856) 374-6600,PSYCHIATRIC,CAMDEN,USA,39.78931894,-75.07275775,GOVERNMENT - LOCAL
-83.89681599,38.85887882,10945121,SOUTHWEST REGIONAL MEDICAL CENTER,425 HOME STREET,GEORGETOWN,OH,(513) 378-7800,GENERAL ACUTE CARE,BROWN,USA,38.85887882,-83.89681599,GOVERNMENT - LOCAL
-88.07780764,30.69768382,90736604,UNIVERSITY OF SOUTH ALABAMA CHILDREN'S AND WOMEN'S HOSPITAL,1700 CENTER STREET,MOBILE,AL,(251) 415-1000,CHILDREN,MOBILE,USA,30.69768382,-88.07780764,GOVERNMENT - STATE
-88.09833486,30.70706198,9836617,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,(251) 471-7110,GENERAL ACUTE CARE,MOBILE,USA,30.70706198,-88.09833486,GOVERNMENT - STATE
-86.27754935,32.32815395,1736111,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,(334) 286-2987,GENERAL ACUTE CARE,MONTGOMERY,USA,32.32815395,-86.27754935,GOVERNMENT - DISTRICT/AUTHORITY
-96.63235082,28.62030294,43677979,MEMORIAL MEDICAL CENTER,815 NORTH VIRGINIA STREET,PORT LAVACA,TX,(361) 552-6713,CRITICAL ACCESS,CALHOUN,USA,28.62030294,-96.63235082,GOVERNMENT - DISTRICT/AUTHORITY
-104.3736919,44.40902584,2582729,CROOK COUNTY MEDICAL SERVICES DISTRICT,713 OAK STREET,SUNDANCE,WY,(307) 283-3501,CRITICAL ACCESS,CROOK,USA,44.40902584,-104.3736919,GOVERNMENT - DISTRICT/AUTHORITY
-74.75652847,40.20797957,708611,NEW JERSEY STATE PRISON HOSPITAL,2ND STREET,TRENTON,NJ,(609) 292-9700,GENERAL ACUTE CARE,MERCER,USA,40.20797957,-74.75652847,GOVERNMENT - STATE
-83.05916505,39.95675249,129343223,TWIN VALLEY BEHAVIORAL HEALTHCARE,2200 WEST BROAD STREET,COLUMBUS,OH,(614) 752-0333,PSYCHIATRIC,FRANKLIN,USA,39.95675249,-83.05916505,GOVERNMENT - STATE
-74.86248752,39.68107392,3108037,ANCORA PSYCHIATRIC HOSPITAL,301 SPRING GARDEN ROAD,ANCORA,NJ,(609) 561-1700,PSYCHIATRIC,CAMDEN,USA,39.68107392,-74.86248752,GOVERNMENT - STATE
-74.23614018,40.75253369,1107018,VETERANS AFFAIRS NEW JERSEY HEALTH CARE SYSTEM EAST - ORANGE CAMPUS,385 TREMONT AVENUE,EAST ORANGE,NJ,(973) 676-1000,MILITARY,ESSEX,USA,40.75253369,-74.23614018,GOVERNMENT - FEDERAL
-74.421873,40.66510852,2407922,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION COUNTY,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,(908) 771-5700,PSYCHIATRIC,UNION,USA,40.66510852,-74.421873,GOVERNMENT - LOCAL
-95.3423526,42.0155322,6951442,CRAWFORD COUNTY MEMORIAL HOSPITAL,2020 FIRST AVENUE SOUTH,DENISON,IA,(712) 263-5021,GENERAL ACUTE CARE,CRAWFORD,USA,42.0155322,-95.3423526,GOVERNMENT - LOCAL
-74.47019641,40.52569251,14408854,UNIVERSITY BEHAVIORAL HEALTHCARE,671 HOES LANE WEST,PISCATAWAY,NJ,(732) 235-5900,PSYCHIATRIC,MIDDLESEX,USA,40.52569251,-74.47019641,GOVERNMENT - STATE
-83.61076523,39.22175301,2345133,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,OH,(937) 393-6100,CRITICAL ACCESS,HIGHLAND,USA,39.22175301,-83.61076523,GOVERNMENT - DISTRICT/AUTHORITY
-112.0280907,33.45342284,64685008,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET,PHOENIX,AZ,(602) 220-6000,PSYCHIATRIC,MARICOPA,USA,33.45342284,-112.0280907,GOVERNMENT - STATE
-108.6914101,36.80525916,5287420,NORTHERN NAVAJO MEDICAL CENTER,HWY 491 NORTH,SHIPROCK,NM,(505) 368-3600,CRITICAL ACCESS,SAN JUAN,USA,36.80525916,-108.6914101,GOVERNMENT - FEDERAL
-103.3473744,32.96528184,2788260,NOR LEA DISTRICT HOSPITAL,1600 NORTH MAIN,LOVINGTON,NM,(575) 396-6611,GENERAL ACUTE CARE,LEA,USA,32.96528184,-103.3473744,GOVERNMENT - DISTRICT/AUTHORITY
-105.7724729,33.1587894,688340,MESCALERO PUBLIC HEALTH SERVICES INDIAN HOSPITAL,318 ABALONE LOOP,MESCALERO,NM,(575) 464-4441,CRITICAL ACCESS,OTERO,USA,33.1587894,-105.7724729,GOVERNMENT - FEDERAL
-104.5216826,33.31806958,2988203,NEW MEXICO REHABILITATION CENTER,72 GAIL HARRIS ST,ROSWELL,NM,(575) 347-3400,REHABILITATION,CHAVES,USA,33.31806958,-104.5216826,GOVERNMENT - STATE
-106.6802329,35.3087658,111587144,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,(505) 272-8087,GENERAL ACUTE CARE,SANDOVAL,USA,35.3087658,-106.6802329,GOVERNMENT - STATE
-106.5800346,35.07359682,7687108,TURQUOISE LODGE HOSPITAL,5901 ZUNI SE,ALBUQUERQUE,NM,(505) 841-8978,SPECIAL,BERNALILLO,USA,35.07359682,-106.5800346,GOVERNMENT - STATE
-115.2289606,36.15661907,2889146,DESERT WILLOW TREATMENT CENTER,6171 WEST CHARLESTON BOULEVARD,LAS VEGAS,NV,(702) 486-8900,PSYCHIATRIC,CLARK,USA,36.15661907,-115.2289606,GOVERNMENT - STATE
-79.146869,41.879474,25416365,WARREN STATE HOSPITAL,33 MAIN DRIVE,NORTH WARREN,PA,(814) 726-4258,PSYCHIATRIC,WARREN,USA,41.879474,-79.146869,GOVERNMENT - STATE
-86.36246822,40.76329038,3546947,FOUR COUNTY COUNSELING CENTER,1015 MICHIGAN AVE,LOGANSPORT,IN,(574) 722-5151,PSYCHIATRIC,CASS,USA,40.76329038,-86.36246823,GOVERNMENT - LOCAL
-86.36202032,40.76347877,9246947,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,(574) 753-7541,GENERAL ACUTE CARE,CASS,USA,40.76347877,-86.36202032,GOVERNMENT - LOCAL
-112.0293436,33.45504438,66785008,ARIZONA STATE FORENSIC HOSPITAL,501 NORTH 24TH STREET,PHOENIX,AZ,(602) 220-6000,PSYCHIATRIC,MARICOPA,USA,33.45504438,-112.0293436,GOVERNMENT - STATE
-85.89546379,39.21695292,1047201,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,IN,(812) 379-4441,GENERAL ACUTE CARE,BARTHOLOMEW,USA,39.21695292,-85.89546379,GOVERNMENT - LOCAL
-115.1674567,36.15962373,4089102,UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,1800 WEST CHARLESTON BOULEVARD,LAS VEGAS,NV,(702) 383-2000,GENERAL ACUTE CARE,CLARK,USA,36.15962373,-115.1674567,GOVERNMENT - LOCAL
-114.8586048,39.25672704,4589301,WILLIAM BEE RIRIE HOSPITAL,1500 AVENUE 'H',ELY,NV,(775) 289-3001,CRITICAL ACCESS,WHITE PINE,USA,39.25672704,-114.8586048,GOVERNMENT - DISTRICT/AUTHORITY
-149.744885,61.23534544,999506,ELMENDORF AFB HOSPITAL,5955 ZEAMER AVE.,ANCHORAGE,AK,(907) 755-2274,MILITARY,ANCHORAGE,USA,61.23534544,-149.744885,GOVERNMENT - FEDERAL
-112.6426005,45.20688358,1759725,BARRETT HOSPITAL & HEALTHCARE,600 HWY 91 SOUTH,DILLON,MT,(406) 683-3000,CRITICAL ACCESS,BEAVERHEAD,USA,45.20688358,-112.6426005,GOVERNMENT - DISTRICT/AUTHORITY
-85.78105146,39.52527338,8946176,MAJOR HOSPITAL,150 W WASHINGTON ST,SHELBYVILLE,IN,(317) 392-3211,GENERAL ACUTE CARE,SHELBY,USA,39.52527338,-85.78105147,GOVERNMENT - LOCAL
-87.53209336,38.67331293,4747591,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,(812) 882-5220,GENERAL ACUTE CARE,KNOX,USA,38.67331293,-87.53209336,GOVERNMENT - LOCAL
-81.50782996,40.76823569,130144648,HEARTLAND BEHAVIORAL HEALTHCARE,3000 ERIE SW,MASSILLON,OH,(330) 833-3135,PSYCHIATRIC,STARK,USA,40.76823569,-81.50782996,GOVERNMENT - STATE
-99.66162743,45.44797849,1757428,BOWDLE HEALTHCARE,8001 WEST 5TH STREET,BOWDLE,SD,(605) 285-6146,CRITICAL ACCESS,EDMUNDS,USA,45.44797849,-99.66162744,GOVERNMENT - LOCAL
-101.2338022,45.00260934,1557625,CHEYENNE RIVER HOSPITAL,317 MAIN STREET,EAGLE BUTTE,SD,(605) 964-7724,CRITICAL ACCESS,DEWEY,USA,45.00260934,-101.2338022,GOVERNMENT - FEDERAL
-99.53709135,42.57538377,168714,ROCK COUNTY HOSPITAL,102 EAST SOUTH STREET,BASSETT,NE,(402) 684-3366,CRITICAL ACCESS,ROCK,USA,42.57538377,-99.53709135,GOVERNMENT - LOCAL
-74.2684696,40.58446641,13407001,WOODBRIDGE DEVELOPMENTAL CENTER,1277 RAHWAY AVENUE,AVENEL,NJ,(732) 499-5540,PSYCHIATRIC,MIDDLESEX,USA,40.58446641,-74.26846961,GOVERNMENT - STATE
-110.8597744,32.17325552,69585707,US AIR FORCE HOSPITAL-TUCSON,DAVIS-MONTHAN AFB,TUCSON,AZ,(520) 111-1111,MILITARY,PIMA,USA,32.17325552,-110.8597744,GOVERNMENT - FEDERAL
-80.85003262,39.68112864,6426155,WETZEL COUNTY HOSPITAL,3 EAST BENJAMIN DRIVE,NEW MARTINSVILLE,WV,(304) 455-8000,GENERAL ACUTE CARE,WETZEL,USA,39.68112864,-80.85003262,GOVERNMENT - LOCAL
-76.961136,39.386186,5721784,SPRINGFIELD HOSPITAL CENTER,6655 SYKESVILLE ROAD,SYKESVILLE,MD,(410) 970-7001,PSYCHIATRIC,CARROLL,USA,39.386186,-76.961136,GOVERNMENT - STATE
-99.359022,36.396473,14473841,NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),1 MI EAST HIGHWAY 270,FORT SUPPLY,OK,(580) 766-2311,PSYCHIATRIC,WOODWARD,USA,36.396473,-99.359022,GOVERNMENT - STATE
-100.8084582,45.8091804,7357642,MCLAUGHLIN PUBLIC HEALTH SERVICE INDIAN HEALTH CENTER,701 6TH STREET EAST,MCLAUGHLIN,SD,(605) 823-4459,GENERAL ACUTE CARE,CORSON,USA,45.8091804,-100.8084582,GOVERNMENT - FEDERAL
-105.2422451,35.60836498,3187701,NEW MEXICO BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS,3695 HOT SPRINGS BOULEVARD,LAS VEGAS,NM,(505) 454-2203,PSYCHIATRIC,SAN MIGUEL,USA,35.60836498,-105.2422451,GOVERNMENT - STATE
-73.95717415,40.75397914,19310044,GOLDWATER SPECIALTY HOSPITAL,1 MAIN STREET ROOSEVELT ISLAND,NEW YORK,NY,(212) 318-8000,GENERAL ACUTE CARE,NEW YORK,USA,40.75397914,-73.95717415,GOVERNMENT - LOCAL
-76.57322626,37.16195431,13923604,MCDONALD ARMY COMMUNITY HOSPITAL,576 JEFFERSON AVENUE,FORT EUSTIS,VA,(757) 314-7500,MILITARY,NEWPORT NEWS,USA,37.16195431,-76.57322626,GOVERNMENT - FEDERAL
-90.43709356,37.77375398,12463640,SOUTHEAST MISSOURI MENTAL HEALTH CENTER,1010 WEST COLUMBIA STREET,FARMINGTON,MO,(573) 218-6792,PSYCHIATRIC,ST. FRANCOIS,USA,37.77375398,-90.43709356,GOVERNMENT - STATE
-75.57631556,39.70064567,1219720,DELAWARE PSYCHIATRIC CENTER,1901 N DUPONT HWY,NEW CASTLE,DE,(302) 255-2700,PSYCHIATRIC,NEW CASTLE,USA,39.70064567,-75.57631556,GOVERNMENT - STATE
-72.564716,44.222624,179205633,VERMONT PSYCHIATRIC CARE HOSPITAL,350 FISHER ROAD,BERLIN,VT,(802) 823-3300,PSYCHIATRIC,WASHINGTON,USA,44.222624,-72.564716,GOVERNMENT - STATE
-76.62455811,39.28964959,173421201,BALTIMORE VA MEDICAL CENTER,10 NORTH GREENE STREET,BALTIMORE,MD,(410) 605-7000,MILITARY,BALTIMORE CITY,USA,39.28964959,-76.62455811,GOVERNMENT - FEDERAL
-76.595699,39.336341,173521218,LOCH RAVEN VA MEDICAL CENTER,3900 LOCH RAVEN BOULEVARD,BALTIMORE,MD,(410) 605-7000,MILITARY,BALTIMORE CITY,USA,39.336341,-76.595699,GOVERNMENT - FEDERAL
-76.062922,39.549935,180721902,PERRY POINT VA MEDICAL CENTER,VA MEDICAL CENTER,PERRY POINT,MD,(410) 642-2411,MILITARY,CECIL,USA,39.549935,-76.062922,GOVERNMENT - FEDERAL
-77.010732,38.928923,175520422,WASHINGTON DC VA MEDICAL CENTER,50 IRVING ST NW,WASHINGTON,DC,(202) 745-8000,MILITARY,DISTRICT OF COLUMBIA,USA,38.928923,-77.010732,GOVERNMENT - FEDERAL
-81.275711,28.36614,181032827,OLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,(407) 631-1000,MILITARY,ORANGE,USA,28.36614,-81.275711,GOVERNMENT - FEDERAL
-84.506404,38.029804,175640502,LEXINGTON VA MEDICAL CENTER - COOPER,1101 VETERANS DRIVE,LEXINGTON,KY,(859) 233-4511,MILITARY,FAYETTE,USA,38.029804,-84.506404,GOVERNMENT - FEDERAL
-85.696895,38.270259,173640206,ROBLEY REX VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,(502) 287-4000,MILITARY,JEFFERSON,USA,38.270259,-85.696895,GOVERNMENT - FEDERAL
-86.16311,41.707343,173946545,ST JOSEPH COUNTY VA HEALTH CARE CENTER,1540 TRINITY PLACE,MISHAWAKA,IN,(574) 272-9000,MILITARY,ST JOSEPH,USA,41.707343,-86.16311,GOVERNMENT - FEDERAL
-84.445641,39.064603,173741075,CINCINNATI VA MEDICAL CENTER - FORT THOMAS,1000 S FT THOMAS AVE,FT THOMAS,KY,(859) 572-6202,MILITARY,CAMPBELL,USA,39.064603,-84.445641,GOVERNMENT - FEDERAL
-92.437722,31.35595,173871360,ALEXANDRIA VA HEALTH CARE SYSTEM,2495 SHREVEPORT HIGHWAY,PINEVILLE,LA,(318) 466-4000,MILITARY,RAPIDES,USA,31.35595,-92.437722,GOVERNMENT - FEDERAL
-90.084816,29.963189,174170119,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,(800) 935-8387,MILITARY,SAINT BERNARD,USA,29.963189,-90.084816,GOVERNMENT - FEDERAL
-92.320213,34.746036,175872205,JOHN L MCCLELLAN MEMORIAL VETERANS HOSPITAL,4300 WEST 7TH STREET,LITTLE ROCK,AR,(501) 257-1000,MILITARY,PULASKI,USA,34.746036,-92.320213,GOVERNMENT - FEDERAL
-94.160127,36.081419,181172703,VETERANS HEALTH CARE SYSTEM OF THE OZARKS,1100 NORTH COLLEGE AVENUE,FAYETTEVILLE,AR,(479) 443-4301,MILITARY,WASHINGTON,USA,36.081419,-94.160127,GOVERNMENT - FEDERAL
-104.93622,39.732221,174380220,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLEMONT STREET`,DENVER,CO,(303) 399-8020,MILITARY,DENVER,USA,39.732221,-104.93622,GOVERNMENT - FEDERAL
-157.889402,21.361343,174496819,SPARK M. MATSUNAGA VA MEDICAL CENTER,459 PATTERSON ROAD,HONOLULU,HI,(808) 433-0600,MILITARY,HONOLULU,USA,21.361343,-157.889402,GOVERNMENT - FEDERAL
-98.357221,40.943051,174568803,VA NEBRASKA-WESTERN IOWA HEALTH CARE SYSTEM,2201 NO. BROADWELL AVENUE,GRAND ISLAND,NE,(308) 382-3660,MILITARY,HALL,USA,40.943051,-98.357221,GOVERNMENT - FEDERAL
-73.83985828,40.84718852,169510461,BRONX PSYCHIATRIC CENTER,1500 WATERS PLACE,BRONX,NY,(718) 931-0600,PSYCHIATRIC,BRONX,USA,40.84718852,-73.83985828,GOVERNMENT - STATE
-73.83850199,40.84659365,169610461,NEW YORK CITY CHILDREN'S CENTER - INPATIENT,1300 WATERS PLACE,BRONX,NY,(718) 239-3600,PSYCHIATRIC,BRONX,USA,40.84659365,-73.83850199,GOVERNMENT - STATE
-75.86826849,42.105825,169913904,GREATER BINGHAMTON HEALTH CENTER,425 ROBINSON STREET,BINGHAMTON,NY,(607) 724-1391,PSYCHIATRIC,BROOME,USA,42.105825,-75.86826849,GOVERNMENT - STATE
-78.88025762,42.92909489,170114213,BUFFALO PSYCHIATRIC CENTER,400 FOREST AVENUE,BUFFALO,NY,(716) 885-2261,PSYCHIATRIC,ERIE,USA,42.92909489,-78.88025762,GOVERNMENT - STATE
-78.73154929,42.82386953,170214224,WESTERN NEW YORK CHILDREN'S PSYCHIATRIC CENTER,1010 EAST AND WEST ROAD,WEST SENECA,NY,(716) 677-7000,PSYCHIATRIC,ERIE,USA,42.82386953,-78.73154929,GOVERNMENT - STATE
-73.93913475,40.65648551,170311203,KINGSBORO PSYCHIATRIC CENTER,681 CLARKSON AVE,BROOKLYN,NY,(718) 221-7700,PSYCHIATRIC,KINGS,USA,40.65648551,-73.93913475,GOVERNMENT - STATE
-77.61057965,43.12331264,170414620,ROCHESTER PSYCHIATRIC CENTER,1111 ELMWOOD AVE,ROCHESTER,NY,(585) 241-1200,PSYCHIATRIC,MONROE,USA,43.12331264,-77.61057965,GOVERNMENT - STATE
-73.92912735,40.79000437,170510035,KIRBY FORENSIC PSYCHIATRIC CENTER,600 EAST 125TH STREET,WARDS ISLAND,NY,(646) 672-5800,PSYCHIATRIC,NEW YORK,USA,40.79000437,-73.92912735,GOVERNMENT - STATE
-73.93076917,40.78830543,170610035,MANHATTAN PSYCHIATRIC CENTER,600 EAST 125TH STREET,WARDS ISLAND,NY,(646) 672-6767,PSYCHIATRIC,NEW YORK,USA,40.78830543,-73.93076918,GOVERNMENT - STATE
-73.94454839,40.84240204,171110032,NEW YORK PSYCHIATRIC INSTITUTE,1051 RIVERSIDE DRIVE,NEW YORK,NY,NOT AVAILABLE,PSYCHIATRIC,NEW YORK,USA,40.84240204,-73.94454839,GOVERNMENT - STATE
-75.30232149,43.16743673,171213403,CENTRAL NEW YORK PSYCHIATRIC CENTER,9005 OLD RIVER RD,MARCY,NY,(315) 765-3600,PSYCHIATRIC,ONEIDA,USA,43.16743673,-75.30232149,GOVERNMENT - STATE
-75.26008732,43.10016113,171313502,MOHAWK VALLEY PSYCHIATRIC CENTER,1400 NOYES STREET,UTICA,NY,(315) 738-3800,PSYCHIATRIC,ONEIDA,USA,43.10016113,-75.26008732,GOVERNMENT - STATE
-74.3925228,41.40567172,171710958,MID HUDSON FORENSIC PSYCHIATRIC CENTER,2834 ROUTE 17-M,NEW HAMPTON,NY,(845) 374-8700,PSYCHIATRIC,ORANGE,USA,41.40567172,-74.3925228,GOVERNMENT - STATE
-73.7315253,40.74113951,171811427,CREEDMOOR PSYCHIATRIC CENTER,79-25 WINCHESTER BLVD,QUEENS VILLAGE,NY,(718) 464-7500,PSYCHIATRIC,QUEENS,USA,40.74113951,-73.7315253,GOVERNMENT - STATE
-73.72574321,40.74553675,177611426,NEW YORK CITY CHILDREN'S CENTER QUEENS INPATIENT,74-03 COMMONWEALTH BLVD,BELLEROSE,NY,(718) 264-4500,PSYCHIATRIC,QUEENS,USA,40.74553675,-73.72574321,GOVERNMENT - STATE
-74.08061727,40.58201505,175910305,SOUTH BEACH PSYCHIATRIC CENTER,777 SEAVIEW AVENUE,STATEN ISLAND,NY,(718) 667-2300,PSYCHIATRIC,RICHMOND,USA,40.58201505,-74.08061727,GOVERNMENT - STATE
-78.58179865,35.78289748,178127610,UNC HOSPITALS AT WAKEBROOK,111 SUNNYBROOK ROAD,RALEIGH,NC,NOT AVAILABLE,PSYCHIATRIC,WAKE,USA,35.78289748,-78.58179865,GOVERNMENT - STATE
-90.41463576,31.8713551,171439083,COPIAH COUNTY MEDICAL CENTER,27190 HWY 28,HAZELHURST,MS,(601) 894-4541,CRITICAL ACCESS,COPIAH,USA,31.8713551,-90.41463576,GOVERNMENT - LOCAL
-83.63666986,32.83472905,8731201,CHILDREN'S HOSPITAL NAVICENT HEALTH,888 PINE STREET,MACON,GA,(478) 633-5437,CHILDREN,BIBB,USA,32.83472905,-83.63666986,GOVERNMENT - DISTRICT/AUTHORITY
-92.297424,34.778158,174272114,EUGENE J. TOWBIN VETERAN'S HEALTHCARE CENTER,2200 FORT ROOTS DRIVE NORTH,LITTLE ROCK,AR,(501) 257-1000,MILITARY,PULASKI,USA,34.778158,-92.297424,GOVERNMENT - FEDERAL
-82.02964375,33.36897079,14430812,EAST CENTRAL REGIONAL HOSPITAL - GRACEWOOD,100 MYRTLE BOULEVARD,NORTH VIEW,GA,NOT AVAILABLE,PSYCHIATRIC,RICHMOND,USA,33.36897079,-82.02964375,GOVERNMENT - STATE
-82.025447,33.464616,180930904,CHARLIE NORWOOD VA MEDICAL CENTER,950 15TH STREET DOWNTOWN,AUGUSTA,GA,(706) 733-0188,MILITARY,RICHMOND,USA,33.464616,-82.025447,GOVERNMENT - FEDERAL
-76.79504971,42.09161127,170014901,ELMIRA PSYCHIATRIC CENTER,100 WASHINGTON STREET,ELMIRA,NY,(607) 737-4711,PSYCHIATRIC,CHEMUNG,USA,42.09161127,-76.79504971,GOVERNMENT - STATE
-120.0096126,47.84497018,1298816,LAKE CHELAN COMMUNITY HOSPITAL,503 HIGHLAND AVE E,CHELAN,WA,(509) 682-2531,CRITICAL ACCESS,CHELAN,USA,47.84497018,-120.0096126,GOVERNMENT - DISTRICT/AUTHORITY
-118.7314009,48.65304137,5599166,FERRY COUNTY MEMORIAL HOSPITAL,36 NORTH KLONDIKE ROAD,REPUBLIC,WA,(509) 775-3333,CRITICAL ACCESS,FERRY,USA,48.65304137,-118.7314009,GOVERNMENT - DISTRICT/AUTHORITY
-122.578496,47.13330056,1898433,VA PUGET SOUND HEALTH CARE SYSTEM - AMERICAN LAKE DIVISION,9900 VETERANS DRIVE SW,TACOMA,WA,(253) 582-8440,MILITARY,PIERCE,USA,47.13330056,-122.578496,GOVERNMENT - FEDERAL
-122.565735,47.17831999,6098494,WESTERN STATE HOSPITAL,9601 STEILACOOM BOULEVARD SW,LAKEWOOD,WA,(253) 582-8900,PSYCHIATRIC,PIERCE,USA,47.17831999,-122.565735,GOVERNMENT - STATE
-117.6939507,47.57314563,199022,EASTERN STATE HOSPITAL,850 MAPLE ST,MEDICAL LAKE,WA,(509) 299-4351,PSYCHIATRIC,SPOKANE,USA,47.57314563,-117.6939507,GOVERNMENT - STATE
-117.477696,47.70247292,4299205,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY ST.,SPOKANE,WA,(509) 434-7000,MILITARY,SPOKANE,USA,47.70247292,-117.477696,GOVERNMENT - FEDERAL
-117.9702538,46.31210478,7499328,DAYTON GENERAL HOSPITAL,1012 S 3RD ST,DAYTON,WA,(509) 382-2531,CRITICAL ACCESS,COLUMBIA,USA,46.31210478,-117.9702538,GOVERNMENT - LOCAL
-119.0075929,47.94244952,6499133,COULEE MEDICAL CENTER,411 FORTUYN RD,GRAND COULEE,WA,(509) 633-1753,CRITICAL ACCESS,GRANT,USA,47.94244952,-119.0075929,GOVERNMENT - DISTRICT/AUTHORITY
-122.6812128,48.33645899,6398278,NAVAL HOSPITAL OAK HARBOR,3475 N. SARATOGA ST.,OAK HARBOR,WA,(360) 257-9500,MILITARY,ISLAND,USA,48.33645899,-122.6812128,GOVERNMENT - FEDERAL
-122.6843268,48.21389329,8998239,WHIDBEY GENERAL HOSPITAL,101 MAIN STREET NORTH,COUPEVILLE,WA,(360) 678-5151,CRITICAL ACCESS,ISLAND,USA,48.21389329,-122.6843268,GOVERNMENT - DISTRICT/AUTHORITY
-122.3092606,47.65085814,4898195,UNIVERSITY OF WASHINGTON MEDICAL CENTER,1959 PACIFIC ST NE,SEATTLE,WA,(206) 548-6486,GENERAL ACUTE CARE,KING,USA,47.65085814,-122.3092606,GOVERNMENT - STATE
