Region,Snake,Category,latitude,longitude
Texas,Northern Watersnake,Non Venomous,29.5603,-104.3653
Texas,Rough Greensnake,Non Venomous,33.7835,-97.7302
Texas,Smooth Greensnake,Non Venomous,30.2819,-97.2448
Texas,Bairds Ratsnake,Non Venomous,30.4298,-98.3609
Texas,Great Plains Ratsnake,Non Venomous,30.1508,-102.408
Texas,Cornsnake,Non Venomous,33.133,-97.3014
Texas,Eastern Ratsnake,Non Venomous,32.2136,-98.6721
Texas,Gophersnake,Non Venomous,31.1993,-99.5809
Texas,Louisiana Pinesnake,Non Venomous,31.8662,-94.9833
Texas,Grahams Crayfish Snake,Non Venomous,28.4463,-96.4205
Texas,Glossy Crayfish Snake,Non Venomous,32.1419,-97.3972
Texas,Long-nosed Snake,Non Venomous,32.0925,-96.7174
Texas,Big Bend Patch-nosed Snake,Non Venomous,30.047,-94.7908
Texas,Eastern Patch-nosed Snake,Non Venomous,30.1464,-94.6422
Texas,Groundsnake,Non Venomous,26.1309,-97.9687
Texas,DeKays Brownsnake,Non Venomous,32.0105,-102.3587
Texas,Red-bellied Brownsnake,Non Venomous,32.2686,-94.9297
Texas,Mexican Black-headed Snake,Non Venomous,30.1501,-95.3217
Texas,Trans-Pecos Black-headed Snake,Non Venomous,33.6901,-101.9893
Texas,Flat-headed Snake,Non Venomous,30.0996,-96.0781
Texas,Smiths Black-headed Snake,Non Venomous,33.5523,-94.7804
Texas,Plains Black-headed Snake,Non Venomous,32.5426,-94.9465
Texas,Black-necked Gartersnake,Non Venomous,30.0522,-94.3332
Texas,Checkered Gartersnake,Non Venomous,30.2903,-99.2459
Texas,Western Ribbonsnake,Non Venomous,30.8926,-102.8847
Texas,Plains Gartersnake,Non Venomous,28.7221,-99.8327
Texas,Common Gartersnake,Non Venomous,32.3159,-94.5189
Texas,Texas Gartersnake,Non Venomous,29.4793,-95.3658
Texas,Chihuahuan Lyresnake,Non Venomous,26.2009,-97.7296
Texas,Lined Snake,Non Venomous,26.3519,-98.7595
Texas,Rough Earthsnake,Non Venomous,31.7897,-96.461
Texas,Smooth Earthsnake,Non Venomous,26.2005,-97.8445
Texas,New Mexico Threadsnake,Non Venomous,27.8094,-97.8455
Texas,Plains Threadsnake,Non Venomous,32.917,-96.4377
Texas,Western Threadsnake,Non Venomous,32.2871,-96.0888
Texas,Brahminy Blind Snake,Non Venomous,26.1708,-97.8441
Texas,Copperhead,Venomous,33.2253,-96.9371
Texas,Cottonmouth,Venomous,31.0252,-95.7539
Texas,Western Diamondback Rattlesnake,Venomous,25.998,-97.4565
Texas,Timber Rattlesnake,Venomous,32.4583,-97.3851
Texas,Rock Rattlesnake,Venomous,29.546,-95.822
Texas,Black-tailed Rattlesnake,Venomous,33.2099,-97.7709
Texas,Mojave Rattlesnake,Venomous,26.5254,-99.0999
Texas,Prairie Rattlesnake,Venomous,26.075,-97.4877
Texas,Massasauga,Venomous,34.012,-102.4147
Texas,Pygmy Rattlesnake,Venomous,32.5472,-99.1666
Texas,Texas Coralsnake,Venomous,26.2727,-97.8276
Utah,Wandering Garter Snake,Non Venomous,41.1717,-112.048
Utah,Valley Garter Snake,Non Venomous,40.6813,-111.2829
Utah,Blacknecked Garter Snake,Non Venomous,37.0262,-112.5219
Utah,Mojave Patchnosed Snake,Non Venomous,41.7033,-111.8122
Utah,Striped Whipsnake,Non Venomous,40.9846,-111.9064
Utah,Yellow Bellied Racer,Non Venomous,41.7101,-111.9778
Utah,Red Coachwhip,Non Venomous,40.0054,-111.7474
Utah,Smooth Green Snake,Non Venomous,40.3695,-109.3556
Utah,Regal Ringneck Snake,Non Venomous,38.9201,-111.934
Utah,Southwestern Blackheaded Snake,Non Venomous,41.5678,-111.833
Utah,Spotted Leafnose Snake,Non Venomous,40.8983,-111.908
Utah,Utah Blind Snake,Non Venomous,40.3448,-111.9153
Utah,Rubber Boa,Non Venomous,41.6124,-112.125
Utah,Ground Snake,Non Venomous,41.0864,-112.0697
Utah,Western Longnose Snake,Non Venomous,38.5135,-111.8822
Utah,Utah Milk Snake,Non Venomous,37.205,-109.1623
Utah,Utah Mountain Kingsnake,Non Venomous,40.3414,-112.1086
Utah,California Kingsnake,Non Venomous,40.0353,-111.7404
Utah,Great Basin Gophersnake,Non Venomous,41.3249,-112.0011
Utah,Great Plains Ratsnake,Non Venomous,38.8863,-112.4072
Utah,Desert Glossy Snake,Non Venomous,37.7663,-113.0431
Utah,Painted Desert Glossy Snake,Non Venomous,39.5085,-112.3933
Utah,Sonoran Lyre Snake,Non Venomous,41.1683,-111.9783
Utah,Desert Night Snake,Non Venomous,41.923,-111.8076
Utah,Mesa Verde Night Snake,Non Venomous,41.1334,-111.9392
Utah,Great Basin Rattlesnake,Venomous,40.4733,-111.2533
Utah,Midget Faded Rattlesnake,Venomous,40.4721,-109.9413
Utah,Prarie Rattlesnake,Venomous,38.3077,-111.4268
Utah,Hopi Rattlesnake,Venomous,40.9152,-111.3942
Utah,Mojave Rattlesnake,Venomous,37.2373,-113.3471
Utah,Speckled Rattlesnake,Venomous,41.3124,-111.9585
Utah,Mojave Sidewinder,Venomous,38.6325,-109.3966
Utah,Grand Canyon Rattlesnake,Venomous,40.6318,-111.2244
Vermont,Common Gartersnake,Non Venomous,44.4877,-73.2314
Vermont,Milksnake,Non Venomous,43.33,-72.5262
Vermont,Red-bellied Snake,Non Venomous,44.9509,-72.3043
Vermont,Ring-necked Snake,Non Venomous,44.1664,-73.2555
Vermont,DeKays Brownsnake,Non Venomous,45.0008,-72.1034
Vermont,Smooth Greensnake,Non Venomous,44.1617,-72.4722
Vermont,Northern Watersnake,Non Venomous,44.6431,-71.9791
Vermont,Eastern Ribbonsnake,Non Venomous,44.4622,-73.2203
Vermont,Eastern Ratsnake,Non Venomous,43.5181,-73.236
Vermont,North American Racer,Non Venomous,44.6366,-72.6786
Vermont,Eastern Hog-nosed Snake,Non Venomous,43.673,-72.3109
Vermont,Timber Rattlesnake,Venomous,44.9963,-72.4038
Virginia,Eastern Wormsnake,Non Venomous,38.6473,-77.3459
Virginia,Northern Scarletsnake,Non Venomous,38.6917,-77.3506
Virginia,Northern Black Racer,Non Venomous,37.6133,-77.4768
Virginia,Northern Ring-necked Snake,Non Venomous,37.3866,-79.7253
Virginia,Southern Ring-necked Snake,Non Venomous,37.9299,-75.662
Virginia,Eastern Mudsnake,Non Venomous,37.0676,-80.4405
Virginia,Common Rainbow Snake,Non Venomous,38.7394,-78.6513
Virginia,Eastern hog-nosed Snake,Non Venomous,37.7798,-75.6803
Virginia,Mole Kingsnake,Non Venomous,37.5532,-75.7368
Virginia,Eastern Kingsnake,Non Venomous,39.1319,-77.7681
Virginia,Eastern Black Kingsnake,Non Venomous,38.7773,-77.2633
Virginia,Scarlet Kingsnake,Non Venomous,38.8531,-77.2997
Virginia,Eastern Milksnake,Non Venomous,36.839,-78.7284
Virginia,Plain-bellied Water Snake,Non Venomous,38.1266,-78.4386
Virginia,Northern Watersnake,Non Venomous,36.666,-80.9176
Virginia,Brown Watersnake,Non Venomous,38.9133,-77.3969
Virginia,Northern Rough Greensnake,Non Venomous,38.8121,-77.6363
Virginia,Smooth Greensnake,Non Venomous,38.7466,-77.2754
Virginia,Eastern Ratsnake,Non Venomous,38.7812,-77.4817
Virginia,Red Cornsnake,Non Venomous,37.7458,-77.1315
Virginia,Northern Pinesnake,Non Venomous,37.1233,-79.6971
Virginia,Glossy Crayfish Snake,Non Venomous,37.3783,-79.8206
Virginia,Queensnake,Non Venomous,37.126,-82.6071
Virginia,Northern Brownsnake,Non Venomous,36.5759,-77.9839
Virginia,Northern Red-bellied Snake,Non Venomous,36.5815,-80.6688
Virginia,Southeastern Crowned Snake,Non Venomous,36.9342,-80.7255
Virginia,Common Ribbonsnake,Non Venomous,36.7009,-79.9424
Virginia,Eastern Gartersnake,Non Venomous,37.0954,-79.3029
Virginia,Rough Earthsnake,Non Venomous,37.7985,-79.7903
Virginia,Mountain Earthsnake,Non Venomous,37.034,-77.0956
Virginia,Eastern Smooth Earthsnake,Non Venomous,37.899,-75.5527
Virginia,Eastern Cottonmouth,Venomous,38.7872,-77.1085
Virginia,Northern Copperhead,Venomous,36.7588,-78.7914
Virginia,Timber Rattlesnake,Venomous,37.257,-76.0093
Washington,California Mountain Kingsnake,Non Venomous,46.7026,-120.756
Washington,Common Garter Snake,Non Venomous,47.5126,-122.5298
Washington,Gopher Snake Pituophis catenifer,Non Venomous,48.9938,-118.5068
Washington,Night Snake,Non Venomous,46.3807,-120.3125
Washington,Northwestern Garter Snake,Non Venomous,48.0677,-123.1276
Washington,Racer,Non Venomous,48.7461,-122.4064
Washington,Ringneck Snake,Non Venomous,46.5923,-120.5496
Washington,Sharptail Snake,Non Venomous,46.5638,-120.3968
Washington,Striped Whipsnake,Non Venomous,47.8114,-122.3533
Washington,Western Terrestrial Garter Snake,Non Venomous,46.0171,-122.8393
Washington,Rubber Boa,Non Venomous,48.9974,-118.2248
Washington,Western Rattlesnake,Venomous,47.4122,-122.4726
West Viriginia,Queen Snake,Non Venomous,37.9392,-81.1527
West Viriginia,Common Watersnake,Non Venomous,38.1317,-81.6102
West Viriginia,Northern Brownsnake,Non Venomous,39.3862,-79.1556
West Viriginia,Northern Red-bellied Snake,Non Venomous,39.4072,-80.4911
West Viriginia,Common Ribbonsnake,Non Venomous,38.2183,-80.6889
West Viriginia,Eastern Gartersnake,Non Venomous,37.9252,-81.6177
West Viriginia,Eastern Smooth Earthsnake,Non Venomous,38.9204,-81.0934
West Viriginia,Eastern Hog-nosed Snake,Non Venomous,39.2067,-81.1544
West Viriginia,Eastern Wormsnake,Non Venomous,37.8675,-81.2046
West Viriginia,Northern Ring-necked Snake,Non Venomous,37.8136,-81.9915
West Viriginia,Northern Black Racer,Non Venomous,39.7175,-80.2146
West Viriginia,Northern Rough Greensnake,Non Venomous,38.8201,-81.7091
West Viriginia,Smooth Green Snake,Non Venomous,38.4859,-81.3503
West Viriginia,Red Corn Snake,Non Venomous,37.961,-81.0796
West Viriginia,Eastern Ratsnake,Non Venomous,38.3484,-81.6323
West Viriginia,Northern Pine Snake,Non Venomous,37.3534,-81.8012
West Viriginia,Eastern Kingsnake,Non Venomous,39.2666,-80.1286
West Viriginia,Eastern Milksnake,Non Venomous,37.8238,-82.0788
West Viriginia,Northern Copperhead,Venomous,38.1681,-81.2039
West Viriginia,Timber Rattlesnake,Venomous,38.4353,-82.1376
Wisconsin,Prairie Ringneck Snake,Non Venomous,46.4354,-91.06
Wisconsin,Northern Ringneck Snake,Non Venomous,43.0975,-88.4521
Wisconsin,Eastern Hognose Snake,Non Venomous,44.3328,-91.4172
Wisconsin,Smooth Green Snake,Non Venomous,44.2775,-87.8025
Wisconsin,Yellow-bellied or Blue Racer,Non Venomous,42.8803,-87.9009
Wisconsin,Black Rat Snake or Pilot Snake,Non Venomous,43.8862,-88.5012
Wisconsin,Western Fox Snake,Non Venomous,46.4104,-90.2695
Wisconsin,Bullsnake,Non Venomous,43.3847,-87.9439
Wisconsin,Eastern Milk Snake,Non Venomous,43.3116,-88.7231
Wisconsin,Butlers gartersnake,Non Venomous,44.1788,-89.2442
Wisconsin,Eastern Plains gartersnake,Non Venomous,43.5346,-89.997
Wisconsin,Northern Ribbon Snake,Non Venomous,42.9406,-90.9725
Wisconsin,Western Ribbon Snak,Non Venomous,42.5707,-88.1044
Wisconsin,Common gartersnake,Non Venomous,43.9491,-88.0942
Wisconsin,Brown Snake or DeKays Snake,Non Venomous,44.8921,-91.42
Wisconsin,Northern Redbelly Snake,Non Venomous,44.6425,-90.1048
Wisconsin,Queen Snake,Non Venomous,43.1487,-88.1227
Wisconsin,Northern Water Snake,Non Venomous,43.1622,-91.0254
Wisconsin,Timber Rattlesnake,Venomous,44.7426,-88.8224
Wisconsin,Eastern Massasauga Rattlesnake,Venomous,43.8527,-89.1305
Wyoming,Gophersnake,Non Venomous,42.0969,-104.9586
Wyoming,Milk Snake,Non Venomous,44.8733,-107.2625
Wyoming,The Rubber Boa,Non Venomous,42.8619,-106.4361
Wyoming,Plains Garter Snake,Non Venomous,43.3398,-109.2298
Wyoming,Common Garter Snake,Non Venomous,41.5842,-109.2801
Wyoming,Terrestrial Garter Snake,Non Venomous,42.9576,-109.9916
Wyoming,Eastern Racer,Non Venomous,43.5931,-110.8441
Wyoming,Smooth Greensnake,Non Venomous,43.1118,-108.6955
Wyoming,Black Hills Red-bellied Snake,Non Venomous,41.3275,-110.2975
Wyoming,Western Hog- nosed Snake,Non Venomous,42.9854,-111.0296
Wyoming,Intermountain Wandering Gartersnake,Non Venomous,42.7449,-106.3206
Wyoming,Plains Hognosed Snake,Non Venomous,43.4235,-110.7993
Wyoming,Prairie Rattlesnake,Venomous,43.1948,-110.4026
Wyoming,Midget Faded Rattlesnake,Venomous,43.5389,-109.6443
